"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"0500000US11001","District of Columbia, District of Columbia","137241","5706","18927","3620","2279","1264","975","742","95","153","467","568","742","579","16648","3553","2526","1003","233","291","1190","687","703","681","400","386","14122","3360","2420","1196","6393","1945","4263","2254","1046","606","118314","5284","80262","4216","3259","1523","5097","1531","4251","1132","67655","3874","38052","3328","9524","2273","1718","1047","2206","1184","1309","754","4291","1304","28528","3168","2711","1402","8216","1699","6739","1770","10862","2075",
"0500000US12001","Alachua County, Florida","64234","3836","8506","2134","1705","941","46","86","468","478","299","230","892","725","6801","1746","832","472","33","64","441","430","230","297","128","156","5969","1710","97","134","1255","716","1927","1201","2690","1513","55728","2946","42027","3100","1328","880","4240","1190","8341","1720","28118","2818","13701","2313","3231","1042","275","323","478","395","1010","612","1468","721","10470","2133","37","65","1471","683","3563","1412","5399","1629",
"0500000US12005","Bay County, Florida","54129","2734","3352","1164","1007","520","118","159","458","400","212","191","219","203","2345","969","174","203","93","153","0","247","81","138","0","247","2171","956","757","656","456","361","831","586","127","222","50777","2827","38745","3052","1151","713","8164","1630","14964","2316","14466","2073","12032","1984","3965","1294","852","734","1485","874","816","554","812","597","8067","1614","447","380","2087","1023","2803","1142","2730","1197",
"0500000US12009","Brevard County, Florida","168217","4988","11907","2127","5337","1180","567","344","1876","873","1850","754","1044","517","6570","1585","1328","825","675","735","0","247","450","355","203","310","5242","1530","1003","745","1622","862","2140","1100","477","341","156310","4547","122450","4256","2596","913","18738","2489","42594","3626","58522","3736","33860","3405","9814","1709","501","390","1943","758","3467","1100","3903","1017","24046","3104","2954","1173","4925","1410","9973","2284","6194","1734",
"0500000US12011","Broward County, Florida","484795","7375","39125","4618","18836","2770","2420","796","5210","1547","6038","1734","5168","1249","20289","3379","4793","1535","826","617","780","503","1548","942","1639","1271","15496","2822","1988","799","5148","1822","5311","1441","3049","1137","445670","7227","311557","6894","17821","2875","58613","4612","82181","5581","152942","6233","134113","6575","41771","4168","3693","1260","11540","2091","12241","2462","14297","2853","92342","5675","8668","2253","22496","2989","29356","4048","31822","3548",
"0500000US12015","Charlotte County, Florida","58992","3714","2515","920","1725","790","169","187","192","187","1112","719","252","199","790","402","292","299","0","247","196","245","0","247","96","163","498","305","0","247","227","236","149","144","122","202","56477","3736","47870","3641","2998","1360","10548","1863","14963","1996","19361","2705","8607","2003","2541","949","62","109","998","732","892","512","589","458","6066","1629","413","308","1047","459","1969","954","2637","1168",
"0500000US12017","Citrus County, Florida","44737","3037","4593","1294","3005","1030","529","460","762","392","1306","702","408","346","1588","717","0","247","0","247","0","247","0","247","0","247","1588","717","56","100","280","228","869","532","383","474","40144","2773","32654","2620","2103","915","7382","1317","11126","1515","12043","1696","7490","1360","2035","856","267","273","950","567","696","556","122","148","5455","1162","415","318","2117","722","1619","640","1304","637",
"0500000US12019","Clay County, Florida","63896","2797","5267","1449","2608","909","241","250","726","644","826","562","815","526","2659","1191","248","220","99","118","101","163","0","247","48","83","2411","1159","129","224","710","588","1442","1086","130","216","58629","2958","44997","3566","1880","1018","10819","2156","17910","2645","14388","1944","13632","2570","4543","1473","764","705","2124","1093","1050","627","605","597","9089","2255","391","293","2005","880","4428","1655","2265","1236",
"0500000US12021","Collier County, Florida","117605","4865","8500","1594","4946","1355","1337","682","964","483","1077","639","1568","707","3554","1237","222","196","80","116","0","247","0","247","142","164","3332","1219","983","584","1761","1026","518","384","70","118","109105","4744","91859","4081","6505","1735","14580","2300","21328","2360","49446","2479","17246","2385","6120","1643","1655","952","1806","904","1164","524","1495","755","11126","1643","2446","730","3232","1177","2632","786","2816","839",
"0500000US12023","Columbia County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12031","Duval County, Florida","271556","7939","23834","3330","6179","1503","1454","1067","2049","830","1414","741","1262","480","17655","2859","3191","1377","1138","770","1734","1116","239","316","80","145","14464","2514","3527","1264","5539","1802","4809","1638","589","534","247722","7849","172945","6390","9505","2387","35475","4070","46594","3974","81371","4252","74777","6045","21632","2935","3196","1486","5885","1886","5754","1494","6797","1506","53145","4739","4869","1314","15341","2896","19493","2702","13442","3067",
"0500000US12033","Escambia County, Florida","77200","3215","8312","1816","1863","645","198","214","291","353","751","540","623","357","6449","1685","818","579","287","283","87","116","416","452","28","48","5631","1717","1829","1201","1525","913","1866","966","411","441","68888","3279","48832","2993","2216","928","9235","1819","16125","2067","21256","2083","20056","2383","6154","1510","914","691","2439","1069","1920","835","881","435","13902","1963","732","499","4031","1304","4922","1343","4217","1229",
"0500000US12035","Flagler County, Florida","36042","2735","2631","981","1696","730","230","353","291","223","688","437","487","431","935","639","136","232","0","247","0","247","136","232","0","247","799","587","342","428","0","247","299","323","158","204","33411","2833","26835","2419","649","465","5369","1629","10159","1865","10658","1551","6576","1512","2660","1203","0","247","1044","684","997","703","619","511","3916","1018","285","318","1004","764","1878","962","749","428",
"0500000US12053","Hernando County, Florida","58818","3131","3457","875","1199","458","90","114","699","376","384","277","26","44","2258","754","478","284","0","247","304","287","174","195","0","247","1780","748","102","164","744","524","583","448","351","304","55361","3214","41780","2887","1845","629","12716","2180","16041","2328","11178","1847","13581","2144","5797","1667","142","157","1303","681","2744","1342","1608","702","7784","1449","279","285","2616","858","3151","1001","1738","770",
"0500000US12055","Highlands County, Florida","32669","2524","3029","1120","1716","696","460","401","688","459","485","343","83","105","1313","755","77","133","0","247","0","247","0","247","77","133","1236","759","0","247","495","393","298","267","443","692","29640","2638","22947","2112","1082","617","6580","1429","9361","2159","5924","1351","6693","2124","2188","1019","535","465","721","658","581","452","351","419","4505","1832","779","584","1656","1385","1452","1029","618","535",
"0500000US12057","Hillsborough County, Florida","382646","8011","30594","3847","16425","2710","3663","1110","4414","1766","3980","1265","4368","1258","14169","2561","2871","1262","785","521","990","850","1047","894","49","85","11298","2196","2848","1086","3553","1212","3478","1171","1419","697","352052","8542","260974","7235","13368","2847","47538","4647","65974","5094","134094","6209","91078","6493","25108","3204","3210","1326","8366","2116","6601","1972","6931","1473","65970","5352","4121","1209","18131","2963","22953","3622","20765","3386",
"0500000US12061","Indian River County, Florida","49777","3276","2963","1134","2329","932","227","347","981","727","385","396","736","518","634","526","92","172","0","247","0","247","92","172","0","247","542","505","58","99","264","397","220","261","0","247","46814","3249","38200","3177","1381","730","6192","1416","11178","1987","19449","2220","8614","1906","2145","964","443","579","329","285","929","648","444","322","6469","1655","774","641","1967","899","2272","962","1456","839",
"0500000US12069","Lake County, Florida","121056","3888","6776","1826","3231","1189","493","446","775","623","1303","600","660","434","3545","1304","428","379","0","247","238","311","119","191","71","83","3117","1304","704","673","1001","685","1030","890","382","506","114280","4159","91341","3776","3946","1103","18636","2654","31037","3321","37722","3293","22939","3151","6626","1797","746","640","1881","998","2666","1323","1333","912","16313","2621","1055","668","5260","1557","5542","1344","4456","1298",
"0500000US12071","Lee County, Florida","222658","6426","17036","2255","9689","1636","1979","830","1995","904","3529","1066","2186","893","7347","1730","2682","1210","0","247","1268","993","1211","875","203","247","4665","1348","1110","602","2036","900","1185","598","334","284","205622","6074","167981","5392","9411","1855","36705","3350","46973","3123","74892","4603","37641","3612","11653","2171","2490","1068","4482","1574","2227","961","2454","1015","25988","3213","1989","772","6713","1673","10228","2140","7058","1482",
"0500000US12073","Leon County, Florida","64796","2822","9183","2103","2215","1039","0","247","700","546","679","476","836","690","6968","1835","919","618","445","494","103","174","312","367","59","112","6049","1805","1004","661","2348","1153","2599","1366","98","115","55613","2595","40862","2390","1453","927","4170","1133","9769","1710","25470","1879","14751","2396","4606","1466","213","287","1067","686","1514","842","1812","804","10145","1639","395","295","1755","672","2873","999","5122","1234",
"0500000US12081","Manatee County, Florida","126886","4363","7805","1799","3214","1210","574","524","725","452","1236","838","679","484","4591","1510","871","609","190","365","246","407","188","247","247","334","3720","1347","1004","954","2084","1120","540","519","92","158","119081","4536","98663","4280","4823","1291","16785","2493","30439","3134","46616","3149","20418","2657","6682","1452","526","511","3021","1055","805","441","2330","831","13736","2290","955","663","3817","1337","4361","1219","4603","1425",
"0500000US12083","Marion County, Florida","114809","4327","10849","2220","4449","1188","555","434","1563","597","1646","866","685","564","6400","1923","1289","697","584","522","215","185","490","475","0","247","5111","1698","733","635","2027","901","1819","1100","532","770","103960","4576","80626","4556","5165","1624","20750","2853","27261","3329","27450","2723","23334","4013","6561","1744","1204","741","1937","865","2413","1152","1007","584","16773","3450","1591","863","6294","1493","5254","1562","3634","1505",
"0500000US12085","Martin County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12086","Miami-Dade County, Florida","690835","8585","75312","4610","28899","2948","8686","1640","9256","1810","4758","1052","6199","1491","46413","4005","9404","1994","2068","960","3364","1187","2338","893","1634","882","37009","4125","7660","1722","12879","2578","9924","2215","6546","1413","615523","8681","403858","8479","39492","3566","79888","5522","92300","5127","192178","6291","211665","8484","69083","5179","10363","1982","18397","3157","17796","2990","22527","2974","142582","6722","20401","2439","38126","4606","34868","3457","49187","3950",
"0500000US12087","Monroe County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12089","Nassau County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12091","Okaloosa County, Florida","60288","3060","4928","1652","2512","1232","252","258","934","1007","1132","848","194","166","2416","1022","632","465","78","132","196","331","238","264","120","205","1784","897","569","651","221","236","639","575","355","364","55360","3090","41302","2930","890","593","6914","1451","13287","1861","20211","2100","14058","2133","4671","1568","670","482","1816","1017","1715","829","470","401","9387","1591","806","679","2394","1054","3486","1141","2701","1105",
"0500000US12095","Orange County, Florida","371405","8792","34725","4927","11453","2273","2390","1364","3563","1289","2412","1016","3088","1211","23272","4489","4182","1460","1454","964","938","655","1509","936","281","279","19090","4290","2862","1460","5316","2091","7056","2566","3856","3045","336680","9038","247872","8685","11324","1836","42898","4867","67000","5680","126650","5853","88808","6718","27631","4934","2735","1324","9601","2802","7675","2703","7620","2296","61177","5052","3771","1087","14136","2290","19509","2953","23761","3585",
"0500000US12097","Osceola County, Florida","126401","4825","16530","3107","10353","2769","2363","1316","4017","1914","2384","1327","1589","968","6177","1751","1390","1103","0","247","686","1000","206","270","498","388","4787","1791","425","553","1116","748","2288","1381","958","993","109871","5387","80825","5403","5024","1447","15556","2816","25871","3682","34374","3623","29046","4543","9309","2732","997","678","3038","1824","2872","1511","2402","1690","19737","3760","2568","1561","4550","1775","5675","2064","6944","1953",
"0500000US12099","Palm Beach County, Florida","389238","7201","33269","3844","15088","2805","3956","1557","2169","630","3414","967","5549","1835","18181","2636","4682","1556","1450","810","1066","685","1575","911","591","581","13499","2395","3465","1378","4181","1345","3159","1330","2694","995","355969","6694","264436","6645","16230","2377","39889","4352","64756","4960","143561","6062","91533","6068","28945","3444","3387","1075","7972","2098","8383","2149","9203","2069","62588","4719","5545","1587","15368","2232","19541","3214","22134","2930",
"0500000US12101","Pasco County, Florida","161383","4825","11013","1965","4676","1171","1200","655","1436","791","1174","579","866","506","6337","1673","1349","820","220","265","857","691","272","256","0","247","4988","1497","376","351","2050","1055","1465","691","1097","856","150370","5018","114717","5029","4435","1287","26718","2830","32967","3190","50597","3363","35653","3647","11522","2461","1980","1095","3741","1599","3270","1220","2531","962","24131","3357","1286","579","5396","1571","8813","1776","8636","2040",
"0500000US12103","Pinellas County, Florida","233618","5920","14110","2174","6794","1409","455","365","1614","700","2568","895","2157","921","7316","1825","542","328","109","129","129","163","195","208","109","128","6774","1868","1546","960","2434","1309","2247","821","547","449","219508","6136","169636","5952","6564","1539","27221","2634","54718","4177","81133","4705","49872","3885","15369","2766","1593","820","5144","1497","4799","1773","3833","1411","34503","3090","2786","865","7658","1428","14133","2268","9926","1539",
"0500000US12105","Polk County, Florida","213297","5344","21274","3047","9531","1986","1342","587","3473","1183","2611","983","2105","962","11743","2347","2325","1049","845","811","988","760","492","564","0","247","9418","2154","2871","1521","3813","1470","2347","1046","387","374","192023","5261","144101","5585","8736","1942","37257","3721","48110","4389","49998","3856","47922","4918","12755","2618","1655","672","4068","1142","5531","2077","1501","503","35167","4050","3153","1168","10162","2454","10715","2584","11137","2507",
"0500000US12107","Putnam County, Florida","21062","2230","3449","1287","813","489","213","265","109","119","491","373","0","247","2636","1327","933","678","335","455","499","456","99","173","0","247","1703","974","1039","877","339","294","325","371","0","247","17613","1994","14057","1980","1722","955","4629","1490","4290","1167","3416","1183","3556","1176","848","563","47","89","207","256","594","501","0","247","2708","1033","250","194","745","466","1315","734","398","431",
"0500000US12109","St. Johns County, Florida","96672","3108","3563","1148","1683","749","76","135","448","309","413","330","746","474","1880","991","451","542","356","509","0","247","0","247","95","167","1429","814","0","247","666","550","0","247","763","647","93109","3315","79161","3804","1653","979","7628","1870","19809","2617","50071","4036","13948","2313","4435","1288","84","146","553","484","1058","627","2740","1125","9513","2103","447","460","987","617","3895","1439","4184","1211",
"0500000US12111","St. Lucie County, Florida","105807","5101","8918","2081","3468","1109","1011","800","818","530","883","483","756","563","5450","1925","1727","1120","438","555","846","759","443","588","0","247","3723","1430","282","313","1808","1165","1602","872","31","53","96889","4637","72574","4694","4502","1291","17749","2700","24458","3068","25865","3064","24315","3413","8412","2059","1484","908","1789","826","3465","1251","1674","946","15903","2848","1504","946","4065","1533","6054","1788","4280","1495",
"0500000US12113","Santa Rosa County, Florida","55679","2690","4021","1149","3033","1145","419","442","1208","705","867","558","539","487","988","472","192","177","0","247","53","89","96","143","43","72","796","434","160","203","461","308","175","185","0","247","51658","2873","41524","2662","312","262","7561","1535","14792","2270","18859","2239","10134","1790","3690","1242","604","584","842","807","920","423","1324","721","6444","1456","236","271","2498","1060","2245","781","1465","667",
"0500000US12115","Sarasota County, Florida","139126","4975","7229","1879","4988","1306","654","422","1037","536","1521","753","1776","718","2241","1106","230","226","83","132","109","173","0","247","38","68","2011","1018","526","597","1118","750","284","245","83","106","131897","4851","112245","4034","2534","998","21817","2711","31077","3418","56817","3225","19652","2857","6331","1830","697","935","2029","993","1948","861","1657","709","13321","1971","803","569","4448","1435","4105","1085","3965","1128",
"0500000US12117","Seminole County, Florida","124786","5202","7848","1705","3794","866","173","167","575","529","1520","838","1526","750","4054","1413","1135","607","0","247","458","539","583","508","94","164","2919","1250","0","247","1001","738","1207","844","711","556","116938","5345","86455","5005","2671","959","13203","2228","25895","3473","44686","3353","30483","3468","8227","1605","516","495","2326","958","2862","997","2523","863","22256","3176","775","488","4788","1496","6803","1729","9890","2172",
"0500000US12119","Sumter County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12127","Volusia County, Florida","159860","4810","9733","1935","4373","1168","396","287","2142","814","1003","601","832","482","5360","1583","1630","819","295","377","770","634","410","483","155","201","3730","1333","106","137","2013","1226","1429","612","182","155","150127","4729","110164","5285","6100","1807","24080","3064","37449","3416","42535","3600","39963","3361","13766","2294","808","490","5919","1638","4738","1623","2301","972","26197","3195","1116","823","6993","1554","11028","2460","7060","1811",
"0500000US12131","Walton County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13013","Barrow County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13015","Bartow County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13021","Bibb County, Georgia","36326","2510","7929","1978","1830","704","318","308","700","488","393","357","419","345","6099","1788","809","634","288","436","53","89","319","385","149","234","5290","1680","1354","832","1214","684","2520","1280","202","247","28397","2686","17230","1902","1001","491","3317","1015","5053","1356","7859","1446","11167","2225","1593","621","221","328","824","586","380","376","168","173","9574","2089","649","486","4643","1679","3079","1248","1203","761",
"0500000US13031","Bulloch County, Georgia","17881","1540","2965","1084","838","616","0","232","638","558","101","200","99","125","2127","962","176","205","124","194","0","232","52","92","0","232","1951","914","710","583","386","547","601","517","254","267","14916","1781","10841","1500","709","530","2695","867","2722","807","4715","1095","4075","1432","932","607","662","569","208","195","62","106","0","232","3143","1140","325","303","678","466","1779","1080","361","380",
"0500000US13045","Carroll County, Georgia","33279","1840","4178","1088","2012","765","420","319","965","605","322","223","305","240","2166","899","377","348","149","256","163","259","65","114","0","232","1789","905","271","399","621","581","512","414","385","409","29101","1764","21672","1729","2137","732","5648","1139","6419","1437","7468","1268","7429","1595","1659","732","276","348","1082","630","301","317","0","232","5770","1431","159","177","1021","658","2946","1077","1644","752",
"0500000US13047","Catoosa County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13051","Chatham County, Georgia","71184","3175","6096","1391","1103","388","100","162","261","167","198","141","544","260","4993","1377","350","237","280","200","70","126","0","232","0","232","4643","1383","574","429","2048","940","1242","676","779","803","65088","3177","46951","3253","1776","665","7424","1670","12930","1784","24821","2814","18137","2603","4887","1414","921","612","1491","939","1397","649","1078","601","13250","2298","1462","837","2775","859","4983","1714","4030","1150",
"0500000US13057","Cherokee County, Georgia","80528","2591","4844","1231","2630","997","522","453","759","480","562","406","787","517","2214","799","196","227","0","232","196","227","0","232","0","232","2018","807","405","511","559","459","448","315","606","546","75684","2854","64524","2615","2412","994","9214","1653","16880","2750","36018","2711","11160","1811","4765","1293","1287","1064","1067","641","1108","550","1303","582","6395","1187","179","191","1109","550","1559","722","3548","989",
"0500000US13059","Clarke County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13063","Clayton County, Georgia","65589","3845","10513","2484","2690","1123","912","815","941","652","772","568","65","109","7823","2364","1110","950","0","232","569","705","380","519","161","269","6713","2233","435","496","1694","1042","3773","1690","811","762","55076","3984","28382","3225","4481","1545","6608","1920","7752","1524","9541","2156","26694","3119","4939","1769","711","572","1481","931","2140","1185","607","469","21755","2620","2267","1020","7019","2202","7458","1946","5011","1322",
"0500000US13067","Cobb County, Georgia","202004","4600","11334","2075","4610","1025","474","429","550","307","1989","756","1597","625","6724","1710","1839","852","269","355","820","547","242","379","508","399","4885","1534","339","380","1357","908","1965","1112","1224","642","190670","4852","143050","5021","5971","1183","16669","2228","27549","3026","92861","4955","47620","3960","15430","2497","2318","1098","3643","1432","4037","1348","5432","1570","32190","3401","1394","728","5510","1459","10247","2239","15039","2119",
"0500000US13073","Columbia County, Georgia","46915","2532","2435","1105","643","374","87","140","175","177","305","299","76","126","1792","1010","0","232","0","232","0","232","0","232","0","232","1792","1010","265","403","603","571","924","831","0","232","44480","2688","34039","2827","857","646","6104","1677","9004","1693","18074","2394","10441","2182","3786","1555","291","477","201","200","2380","1436","914","710","6655","1783","1122","1033","1651","848","1973","1053","1909","908",
"0500000US13077","Coweta County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13089","DeKalb County, Georgia","172605","5677","15978","2438","6353","1486","746","408","3101","1230","1942","941","564","424","9625","1795","1213","638","473","395","138","127","439","442","163","222","8412","1726","874","592","1843","1056","3447","1240","2248","1138","156627","5223","105576","4986","6091","1686","14678","2216","18236","2626","66571","4042","51051","5245","14769","2953","1985","934","3173","1254","5325","1738","4286","1468","36282","4631","2879","1367","6495","1896","13992","2664","12916","2452",
"0500000US13095","Dougherty County, Georgia","19132","1579","3472","1061","653","413","61","99","202","205","178","170","212","239","2819","1049","281","368","0","232","68","118","0","232","213","354","2538","1019","873","495","1044","669","621","496","0","232","15660","1537","9027","1522","1211","604","1748","652","2991","1106","3077","884","6633","1439","1045","522","0","232","265","291","656","403","124","135","5588","1371","317","309","1979","869","2684","941","608","464",
"0500000US13097","Douglas County, Georgia","36116","2983","2975","1102","1069","566","87","174","380","384","527","375","75","135","1906","926","349","314","0","232","206","224","0","232","143","219","1557","856","67","113","550","465","940","642","0","232","33141","2831","24073","3285","2199","1209","4650","1248","9345","1925","7879","1611","9068","1909","2347","1074","383","486","989","740","756","659","219","188","6721","1492","73","112","1983","756","1823","734","2842","1209",
"0500000US13103","Effingham County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13113","Fayette County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13115","Floyd County, Georgia","23800","1570","2871","839","1003","492","276","252","264","312","177","191","286","292","1868","712","0","232","0","232","0","232","0","232","0","232","1868","712","769","544","526","509","573","436","0","232","20929","1577","16184","1676","1738","773","3615","1086","4700","1133","6131","1208","4745","1094","1742","812","251","272","638","478","410","421","443","293","3003","931","42","70","1361","745","1186","585","414","351",
"0500000US13117","Forsyth County, Georgia","78466","2002","2125","807","1300","586","217","184","390","228","288","267","405","359","825","632","275","377","233","370","0","232","0","232","42","70","550","543","0","232","32","52","92","109","426","535","76341","1959","65412","2560","1145","592","5895","1411","10537","1801","47835","2310","10929","2069","3927","1429","104","120","1526","1010","1210","640","1087","698","7002","1868","1146","939","607","414","795","529","4454","1434",
"0500000US13121","Fulton County, Georgia","243992","6016","16696","2584","5152","1642","1221","1074","862","673","942","597","2127","856","11544","2175","1863","998","0","232","949","870","609","492","305","292","9681","1983","1810","929","2601","1148","3780","1518","1490","692","227296","6210","167428","5494","3679","1088","12117","2337","24038","2738","127594","5539","59868","4262","11842","2222","993","579","3590","1672","3055","1264","4204","1095","48026","4005","2638","967","7611","1916","13591","2749","24186","2987",
"0500000US13127","Glynn County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13135","Gwinnett County, Georgia","244290","5703","19972","2848","9457","1803","2609","890","1982","827","2503","935","2363","1015","10515","2171","2273","951","667","546","894","607","712","596","0","232","8242","1906","1611","741","1503","767","3326","1408","1802","1099","224318","6069","165605","5962","15361","2507","25992","3064","38851","3284","85401","4138","58713","4291","19803","3201","2395","1205","6680","1838","4794","1436","5934","2234","38910","3455","3380","1056","7764","1599","10589","2264","17177","2623",
"0500000US13139","Hall County, Georgia","57221","2362","3962","1131","2715","897","544","357","1400","773","316","253","455","298","1247","594","742","534","258","391","434","328","50","87","0","232","505","353","75","125","430","327","0","232","0","232","53259","2404","39713","2339","5668","1797","8062","1528","9027","1608","16956","1958","13546","1806","5522","1411","1831","1018","1250","724","1481","729","960","468","8024","1463","1001","591","2409","940","2186","862","2428","1074",
"0500000US13151","Henry County, Georgia","69211","3527","4346","1530","1458","633","456","456","266","192","288","230","448","332","2888","1534","698","637","0","232","246","386","452","522","0","232","2190","1394","0","232","1377","1180","813","712","0","232","64865","3368","43658","3430","795","341","10113","1833","14981","2351","17769","2661","21207","3171","4333","1221","153","201","2142","851","1267","580","771","533","16874","2660","580","379","3248","1018","5341","1711","7705","1867",
"0500000US13153","Houston County, Georgia","47581","2271","4620","1408","2275","953","434","439","779","468","522","458","540","450","2345","1069","37","65","0","232","37","65","0","232","0","232","2308","1069","196","151","1069","766","1043","792","0","232","42961","2362","32233","2476","1404","911","7729","1978","10376","2017","12724","2028","10728","2068","4057","1526","533","464","628","543","1796","1046","1100","779","6671","1547","1129","825","1535","737","2245","1019","1762","801",
"0500000US13157","Jackson County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13179","Liberty County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
